No.total,Serial No.,StationCo,Name_Kor,Name_Eng,River Syst,River name,Transmissi,Instrument,Address,Longitude,Latitude,Longitude_,Latitude_d,Beginning,Tidal,Elevation,Elevatio_1,Possible,Discharge,Drainage A,Distance f,Grade of,Remarks,Management,classifica,권역,Level,선정1,Final,확대지점,type,주의수위,경계수위,심각수위,기왕 최대수위,기왕 최대수위 사상,경계수위 초과유무,경계수위 초과사상,심각수위 초과유무,심각수위 초과사상,Hydro model,Rating curve,시나리오대상,Basic Model,Predict Rainfall Model,Scenario model,Representative,
718,87,2012607,영천시(굼이교),Yeongcheonsi(Gumyigyo),낙동강,고현천,M2M/유선,초음파식/레이더식,경상북도 영천시 화북면 하송리 595 굼이교,128-55-22,36-08-58,128.9227778,36.14944444,2014-07-01,무,239.663,246.45,3,유,10.35,27.8,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
719,88,2012610,영천시(보현산댐),Yeongcheonsi(Bohyeonsandam),낙동강,고현천,VSAT/M2M,압력식/레이더식,경상북도 영천시 화북면 입석리 산2-1,128-56-57,36-07-33,128.9491667,36.12583333,2014-07-01,무,0,241.44,241,무,33,23.4,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
720,89,2012612,영천시(자천교),Yeongcheonsi(Jacheongyo),낙동강,고현천,VSAT/M2M,부자식,경상북도 영천시 화북면 자천리 자천교,128-55-10,36-06-26,128.9194444,36.10722222,2014-07-01,무,150.45,154.96,3,무,64,19.6,최적(A),주소변경(2459 → 자천교),한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
721,90,2012615,영천시(영천댐),Yeongcheonsi(Youngcheondam),낙동강,자호천,유선,부자식,경상북도 영천시 자양면 성곡리 113-2,129-00-46,36-03-53 ,129.0127778,36.05083333,1980-12-31,무,0,216.7,159,무,235,13.7,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
722,91,2015620,거창군(의동교),Geochanggun(Uidonggyo),낙동강,황강,VSAT/M2M,부자식,경상남도 거창군 거창읍 서변리 의동교,127-55-31,35-42-53,127.9252778,35.71472222,1987-10-01,무,195.315,200.901,5,유,180.7,85.5,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
723,92,2015635,거창군(거열교),Geochanggun(Geoyeolgyo),낙동강,거창위천,VSAT/M2M,부자식,경상남도 거창군 거창읍 상림리 거열교,127-53-52,35-40-59,127.8977778,35.68305556,1987-10-01,무,192.855,197.483,6,유,227,3,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
724,93,2015637,합천군(술곡교),Hapcheongun(Sulgokgyo),낙동강,사천천,M2M,레이더식,경상남도 합천군 봉산면 술곡리 술곡교,127-59-21,35-34-51,127.9891667,35.58083333,2019-01-01,무,163.254,183.574,8,무,86.11,5.2,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
725,94,2015655,거창군(지산교),Geochanggun(Jisangyo),낙동강,가천천,VSAT/M2M,부자식,경상남도 거창군 가조면 기리 지산교,128-00-52,35-39-58,128.0144444,35.66611111,1992-07-15,무,224.53,233.937,5,유,159.9,8.1,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
726,95,2015680,합천군(합천댐),Hapcheongun(Hapcheondam),낙동강,황강,유선,부자식,경상남도 합천군 용주면 죽죽리 산24-16,128-02-35,35-34-02,128.0430556,35.56722222,1987-10-01,무,0,0,179,무,925,51.6,우수(B),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
727,96,2016630,합천군(합천댐방수로),Hapcheongun(Hapcheondambangsuro),낙동강,황강,유선,부자식,경상남도 합천군 용주면 가호리 553 ,128-04-03,35-32-43,128.0675,35.54527778,1987-10-01,무,0,0,58,무,925,46.3,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
728,97,2016635,합천군(합천조정지댐),Hapcheongun(Hapcheonjojeongjidam),낙동강,황강,유선,부자식,경상남도 합천군 용주면 봉기리 산116-1,128-05-03,35-32-25,128.0841667,35.54027778,1987-10-01,무,0,0,66.2,무,950,45,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
729,98,2016640,합천군(합천조정지방수로),Hapcheongun(Hapcheonjojeongjibangsuro),낙동강,황강,유선,부자식,경상남도 합천군 용주면 봉기리 산116-1,128-05-04,35-32-24,128.0844444,35.54,1987-10-01,무,0,0,66.2,무,950,45,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
730,99,2018608,함양군(금천리),Hamyanggun(Gumchunri),낙동강,남강,VSAT/유선,부자식,경상남도 함양군 안의면 금천리 80-2,127-48-55,35-37-39,127.8152778,35.6275,1994-11-01,무,186.173,191.195,6,유,227.25,154,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
731,100,2018620,함양군(용평리),Hamyanggun(Yongpyungri),낙동강,함양위천,VSAT/유선,부자식,경상남도 함양군 함양읍 용평리 915-88,127-43-53,35-30-49 ,127.7313889,35.5025,1994-11-01,무,153.36,160.478,7,유,122,6.6,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
732,101,2018623,함양군(대웅교),Hamyanggun(Daeunggyo),낙동강,함양위천,M2M,레이더식,경상남도 함양군 암양읍 백천리 대웅교,127-46-54,35-30-53,127.7816667,35.51472222,2019-06-13,무,128.13,135.73,6,유,175.9,0.5,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
733,102,2018630,함양군(의탄리),Hamyanggun(Eutanri),낙동강,임천,VSAT/유선,부자식,경상남도 함양군 마천면 의탄리 1281,127-40-58,35-24-07 ,127.6827778,35.40194444,1987-06-01,무,244,254.155,14,무,322,20.1,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
734,103,2018635,함양군(화촌리),Hamyanggun(Hwachonri),낙동강,임천,VSAT/유선,압력식/부자식,경상남도 함양군 유림면 화촌리 1074-1,127-47-28,35-27-52 ,127.7911111,35.45055556,1994-11-01,무,122.73,129.944,9,유,464.38,4,최적(A),,한국수자원공사,,낙동강,지방,확대특보지점,O,,지류,,,,,,,,,,,,,,●,,,기본
735,104,2018645,산청군(경호교),Sancheonggun(Gyunghogyo),낙동강,남강,VSAT/유선,레이더식,경상남도 산청군 산청읍 산청리 349 경호교,127-52-28,35-25-05 ,127.8744444,35.41805556,1976-03-13,무,86.152,99.684,12,유,1134.1,119,최적(A),,한국수자원공사,현재특보지점,낙동강,국가,현재특보지점,O,,지류,,6.5,8,10.61,9.89,,O,"2011-08-08, 2012-09-17, 2020-08-08",X,,O,O,X,●,,,기본
736,105,2018650,산청군(수산교),Sancheonggun(Susangyo),낙동강,남강,VSAT/유선,레이더식,경상남도 산청군 신안면 신안리 804-35 수산교,127-56-24,35-20-15,127.94,35.3375,2013-02-14,무,49.3,64.543,10,유,1233,107.5,최적(A),주소추가(수산교),한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
737,106,2018655,합천군(소오리),Hapchungun(Sohori),낙동강,양천,VSAT/유선,부자식,경상남도 합천군 삼가면 소오리 451-1,128-07-03,35-24-50 ,128.1175,35.4,1987-04-01,무,81.036,88.056,7,유,103.6,32,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
738,107,2018665,산청군(하정리),Sancheonggun(Hajungri),낙동강,양천,VSAT/유선,부자식,경상남도 산청군 신안면 하정리 813-1,127-59-45,35-19-12 ,127.9958333,35.31722222,1994-11-01,무,46.574,54.06,8,유,412.8,7.1,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
739,108,2018673,산청군(원리교),Sancheonggun(wonrigyo),낙동강,덕천강,M2M,레이더식,경상남도 산청군 시천면 원리 원리교,127-50-09,35-16-36,127.8358333,35.27666667,2019-06-13,무,100.05,110.38,5.7,유,104.7,35.5,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
740,109,2018680,산청군(창촌리),Sancheonggun(Changchonri),낙동강,덕천강,VSAT/유선,레이더식,경상남도 산청군 단성면 창촌리 산1-5,127-53-34,35-16-12 ,127.8927778,35.26722222,1976-03-13,무,81,95.173,8,유,245.8,29.7,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
741,110,2018685,하동군(대곡리),Hadonggun(Daegokri),낙동강,덕천강,VSAT/유선,레이더식,경상남도 하동군 옥종면 대곡리 275-2,127-55-13,35-10-43 ,127.9202778,35.1675,1994-11-01,무,51.862,57.89,6,유,335.5,17.7,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
742,111,2018690,진주시(내평리),Jinjusi(Naepyungri),낙동강,덕천강,VSAT/유선,부자식,경상남도 진주시 내동면 내평리 산15-1,128-01-17,35-09-02,128.0213889,35.15055556,1994-11-01,무,0,47.69,47,무,2293.4,2,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
743,112,2018692,사천시(검정리),Sachunsi(Gumjungri),낙동강,가화천,VSAT/유선,부자식/레이더식,경상남도 사천시 곤양면 검정리 47-1,128-01-58,35-04-49 ,128.0327778,35.06916667,1997-07-01,유,0,3.209,10,무,115.6,0.4,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
744,113,2018695,진주시(판문동),Jinjusi(Panmundong),낙동강,남강,VSAT/유선,부자식,경상남도 진주시 판문동 1070,128-01-49,35-10-38 ,128.0302778,35.16888889,1994-11-01,무,0,0,47,무,2293.4,80,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
745,114,2018698,진주시(남강댐방수로),Jinjusi(Namgangdambangsuro),낙동강,남강,유선,부자식,경상남도 진주시 내동면 삼계리 1088,128-02-08,35-09-42 ,128.0355556,35.15055556,1984-04-01,무,0,0,10,무,2293.4,78,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
746,115,2019615,진주시(장대동),Jinjusi(Jangdaedong),낙동강,남강,VSAT/유선,부자식,경상남도 진주시 장대동 356-17,128-05-12,35-11-26,128.0866667,35.19055556,1987-06-01,무,18.3,26.313,7,유,237,71,최적(A),,한국수자원공사,,낙동강,국가,,,,지류,,,,,,,,,,,,,,,,,
747,116,2021612,청도군(신원1교),Cheongdogun(Sinwongyo),낙동강,운문천,M2M,레이더식,경상북도 청도군 운문면 신원리 신원1교,128-57-43,35-41-18,128.9619444,35.68833333,2005-08-01,무,169.29,175.59,4.1,무,32.9,4.4,우수(B),"전송방법 변경(VSAT,M2M → M2M)",한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
748,117,2021620,청도군(운문댐),Cheongdogun(Unmundam),낙동강,동창천,유선,부자식,경상북도 청도군 운문면 대천리 산133,128-54-56,35-43-23,128.9155556,35.72305556,1994-03-31,무,0,155.32,157,무,301.3,29.3,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
749,118,2021625,청도군(임당교),Cheongdogun(Imdangri),낙동강,동창천,VSAT/M2M,레이더식,경상북도 청도군 금천면 임당리 임당교,128-54-59,35-42-21,128.9163889,35.70583333,2013-11-30,무,101.34,107.94,3.77,무,301.3,26.9,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
750,119,2021630,청도군(매전교),Cheongdogun(Danghori),낙동강,동창천,VSAT/M2M,부자식/레이더식,경상북도 청도군 매전면 당호리 매전교,128-52-00,35-40-24,128.8666667,35.67333333,2013-11-30,무,77.4,84.12,4.1,무,330.1,18.9,우수(B),,한국수자원공사,,낙동강,지방,확대특보지점,O,,지류,,3.7,4.2,4.7,4.79,,O,"2018-10-06, 2019-10-02, 2023-08-10",O,43379,O,X,X,●,○,,기본
751,120,2021635,경주시(매곡교),Gyeongjusi(Magokgyo),낙동강,동창천,M2M,레이더식,경상북도 경주시 산내면 신원리 1644-1(매곡교),128-59-01,35-45-36,128.9836111,35.76,2005-08-01,무,151.82,161.16,5.4,유,153.3,12.3,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
752,121,2021650,양산시(대리),Yangsansi(Daeri),낙동강,단장천,VSAT/M2M,부자식,경상남도 양산시 원동면 대리 995,128-58-51,35-28-46,128.9808333,35.47944444,2000-06-01,무,221,225.697,5,유,60.2,29.6,우수(B),주소변경(배내로 369-14 → 대리 995),한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
753,122,2021660,밀양시(밀양댐),Miryangsi(Miryangdam),낙동강,단장천,유선,부자식,경상남도 밀양시 단장면 고례리 산309,128-56-04,35-28-54,128.9344444,35.48166667,2001-06-04,무,0,212.34,211,무,95.4,21.8,우수(B),주소변경(산308-1 → 산 309),한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
754,123,2022696,부산시(낙동강하구언(내)),Busansi(Nakdongganghagueon(in)),낙동강,낙동강,유선/VHF,부자식/레이더식,부산광역시 사하구 하단동 1149-9,128-57-02,35-06-32,128.9505556,35.10888889,1988-01-01,유,0,5.377,4.12,무,23384.21,2.1,최적(A),"전송방법 변경(전용회선,VHF → 유선,VHF)",한국수자원공사,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
755,124,2022697,부산시(낙동강하구언(외)),Busansi(Nakdongganghagueon(out)),낙동강,낙동강,유선/VHF,부자식/레이더식,부산광역시 사하구 하단동 1149-9,128-57-02,35-06-34,128.9505556,35.10944444,1988-01-01,유,0,8.655,2.6,무,23384.21,2.1,최적(A),"전송방법 변경(전용회선,VHF → 유선,VHF)",한국수자원공사,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
756,125,2101672,경주시(안계댐),Gyeongjusi(Angyedam),형산강,기계천,유선,부자식,경상북도 경주시 강동면 안계리 산78-1,129-16-02,36-00-30 ,129.2672222,36,1971-12-31,무,0,18.352,43,무,6.7,3.2,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
757,126,2201610,울산시(대곡댐),Ulsansi(Daegokdam),태화강,대곡천,VSAT/M2M,부자식/레이더식,울산광역시 울주군 두동면 천전리 산82,129-10-24,35-37-14,129.1733333,35.62055556,2005-08-01,무,0,0,120,무,57.5,10.4,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
758,127,2201613,울산시(대암교),Ulsansi(Daeamgyo),태화강,태화강,VSAT/M2M,레이더식/초음파식,울산광역시 울주군 언양읍 반천리 1023-45,129-11-01,35-32-57,129.1836111,35.54916667,2008-03-13,무,30.078,35.442,10,무,127.43,24.8,최적(A),,한국수자원공사,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
759,128,2201614,울산시(왕방교),Ulsansi(Wangbanggyo),태화강,보은천,M2M,레이더식,울산광역시 울주군 삼동면 하잠리 왕방교,129-09-20,35-30-53,129.1555556,35.51472222,2019-05-13,무,54.08,61.44,4.2,유,30.3,4.8,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
760,129,2201615,울산시(대암댐),Ulsansi(Daeamdam),태화강,둔기천,VSAT/M2M,부자식/레이더식,울산광역시 울주군 언양읍 구수리 산 189-2,129-10-52,35-32-37,129.1811111,35.54361111,1969-12-31,무,0,0,52,무,77,1,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
761,130,2201617,울산시(반구교),Ulsansi(Bangugyo),태화강,대곡천,M2M,레이더식,울산광역시 울주군 두동면 천전리 반구교,129-10-14,35-36-32,129.1705556,35.60888889,2019-05-13,무,57.44,65.65,6,유,22,7.2,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
762,131,2201625,울산시(사연댐),Ulsansi(Sayeondam),태화강,대곡천,VSAT/M2M,부자식/레이더식,울산광역시 울주군 범서읍 사연리 산 93-2,129-11-41,35-34-47,129.1947222,35.57972222,1965-12-31,무,0,0,65.5,무,67,1.3,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
763,132,2301640,울산시(선암댐),Ulsansi(Seonamdam),낙동강동해,-,VSAT/M2M,부자식/레이더식,울산광역시 남구 선암동 236,129-19-51,35-31-00,129.3308333,35.51666667,1964-12-01,무,0,0,30,무,1.2,0,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
764,133,2302695,부산시(신평동),Busansi(Sinpyeongdong),낙동강,낙동강,VHF/M2M,부자식/압력식,부산광역시 사하구 신평동 1,128-57-14,35-05-28,128.9538889,35.09111111,1988-01-01,유,-0.345,4.566,2.5,무,102.7,0,최적(A),,한국수자원공사,,낙동강,국가,,,,본류,,,,,,,,,,,,,,,,,
765,134,2401620,울진군(구산리),Uljingun(Gusanri),낙동강동해,왕피천,VSAT/M2M,압력식,경상북도 울진군 근남면 뒷들길 76-12,129-22-23,36-57-07,129.3730556,36.95194444,1996-12-26,무,8.39,12.952,6,유,513.2,5,최적(A),"주소변경(구산리 450-4 → 뒷들길 76-12)
영점표고검정수준점 변경(13.329 → 12.952)",한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
766,135,2402620,영덕군(대지리),Yeongdeokgun(Daejiri),낙동강동해,대서천,VSAT/M2M,압력식,경상북도 영덕군 달산면 대지길 30,129-18-27,36-23-35,129.3075,36.39305556,1996-12-26,무,55.85,60.98,5,무,102.7,5.4,우수(B),2022년 운영중지 후 2023년 정상관측,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
767,136,2403610,경주시(감포댐),Gyeongjusi(Gampodam),낙동강동해,대종천,M2M,부자식,경상북도 경주시 감포읍 오류리 산16-2,129-30-34,35-50-06 ,129.5094444,35.835,2006-08-02,무,0,61.4,44,무,3.8,0,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
768,137,2503620,거제시(연초댐),Geojesi(Yeonchodam),낙동강남해,연초천,VSAT/M2M,레이더식/부자식,경상남도 거제시 연초면 덕치리 산25-1,128-38-08,34-49-25,128.6355556,34.82361111,1998-06-01,무,0,0,60,무,11.7,36,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
769,138,2503625,거제시(죽전교),Geojesi(Jukjeongyo),낙동강남해,연초천,VSAT/M2M,레이더식/압력식,경상남도 거제시 동부면 죽토리 1093-6,128-39-18,34-54-57,128.655,34.91583333,2008-01-01,무,5.876,10.876,4,무,11.7,5,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
770,139,2503640,거제시(구천댐),Geojesi(Gucheondam),낙동강남해,구천천,VSAT/M2M,레이더식/부자식,경상남도 거제시 동부면 구천리 산10,128-38-15,34-49-13,128.6375,34.82027778,2014-07-01,무,0,0,95,무,12.7,6.5,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
771,140,2503650,거제시(구천교),Geojesi(Gugheongyo),낙동강남해,구천천,VSAT/M2M,레이더식/압력식,경상남도 거제시 동부면 구천리 105-11,128-38-08,34-48-51,128.6355556,34.81416667,1987-11-01,무,37.546,41.246,4,무,13,5.5,최적(A),,한국수자원공사,,낙동강,지방,,,,지류,,,,,,,,,,,,,,,,,
772,141,3001620,장수군(연화교),Jangsugun(Yeonhwagyo),금강,금강,VSAT/M2M,부자식/압력식,전라북도 장수군 천천면 연평리 2222-15,127-31-38,35-47-19,127.5272222,35.78861111,1999-06-15,무,273.5,280.766,9,유,290.9,376.5,최적(A),"수위계(부자식) 교체('23.6.1)
목자판 교체('23.10.1)",한국수자원공사,,금강,국가,,,,본류,,,,,,,,,,,,,,,,,
773,142,3001630,진안군(송대교),Jinangun(Songdaegyo),금강,진안천,VSAT/M2M,압력식/레이더식,전라북도 진안군 진안읍 운산리 송대교,127-27-16,35-48-39,127.4544444,35.81083333,2001-09-01,무,265.46,282.01,9,유,35.3,0.36,우수(B),,한국수자원공사,,금강,지방,,,,지류,,,,,,,,,,,,,,,,,
774,143,3001640,진안군(성산리),Jinangun(Seongsanri),금강,구량천,VSAT/M2M,부자식/압력식,전라북도 진안군 동향면 성산리 산193,127-32-39,35-49-59,127.5441667,35.83305556,1999-06-15,무,291.5,300.393,8.5,유,164.4,379.1,최적(A),수위계(부자식) 교체('23.5.31),한국수자원공사,,금강,지방,,,,지류,,,,,,,,,,,,,,,,,
775,144,3001660,진안군(석정교),Jinangun(Seokjeonggyo),금강,정자천,VSAT/M2M,압력식/레이더식,전라북도 진안군 정천면 월평리 석정교,127-26-15,35-51-28,127.4375,35.85777778,2001-09-01,무,266.481,271.679,8,유,80.54,4.8,최적(A),,한국수자원공사,,금강,지방,,,,지류,,,,,,,,,,,,,,,,,
776,145,3001690,진안군(용담댐),Jinangun(Yongdamdam),금강,금강,유선,부자식,전라북도 진안군 안천면 삼락리,127-31-38,35-56-37,127.5272222,35.94361111,2000-06-09,무,0,268.5,269.5,무,930.2,329.7,최적(A),,한국수자원공사,,금강,국가,,,,본류,,,,,,,,,,,,,,,,,
777,146,3001695,진안군(용담댐방수로),Jinangun(Yongdamdambangsuro),금강,금강,유선,부자식,전라북도 진안군 안천면 삼락리,127-31-32,35-56-45,127.5255556,35.94583333,2001-04-17,무,0,216.7,209.5,무,930.2,328.7,최적(A),"수위계(압력식, 부자식) 교체('23.5.31)",한국수자원공사,,금강,국가,,,,본류,,,,,,,,,,,,,,,,,
778,147,3002630,진안군(신용담교),Jinangun(Sinyongdamdamgyo),금강,금강,VSAT/M2M,레이더식,전라북도 진안군 안천면 삼락리,127-31-31,35-57-06,127.5252778,35.95166667,2001-03-16,무,0,216.7,208.5,무,930.2,329.4,최적(A),,한국수자원공사,,금강,국가,,,,본류,,,,,,,,,,,,,,,,,
